transaction_id,investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status,kyc_status_valid
TXN00020731,INV002215,2024-11-22,148569,Lumpsum,420401,Madhya Pradesh,Bhopal,B30,18-25,Male,3.4,Cheque,Verified,1
TXN00020732,INV002219,2024-11-22,120841,SIP,1798,Karnataka,Mysore,B30,26-35,Male,6.9,Cheque,Verified,1
TXN00020733,INV002252,2024-11-22,119094,SIP,918,Maharashtra,Pune,T30,36-45,Female,46.4,UPI,Verified,1
TXN00020734,INV002391,2024-11-22,149323,SIP,2380,Madhya Pradesh,Bhopal,B30,18-25,Female,7.9,UPI,Verified,1
TXN00020735,INV002398,2024-11-22,119552,Redemption,32185,Uttar Pradesh,Kanpur,B30,26-35,Male,10.1,Cheque,Verified,1
TXN00020736,INV002496,2024-11-22,120503,SIP,1814,Karnataka,Mysore,B30,36-45,Male,40.5,UPI,Verified,1
TXN00020737,INV002500,2024-11-22,118635,Redemption,308645,Delhi,New Delhi,T30,26-35,Male,14.7,UPI,Verified,1
TXN00020738,INV002516,2024-11-22,119092,SIP,17573,Uttar Pradesh,Agra,B30,36-45,Female,39.6,Net Banking,Verified,1
TXN00020739,INV002533,2024-11-22,101207,SIP,7874,Haryana,Faridabad,B30,46-55,Male,73.5,Mandate,Verified,1
TXN00020740,INV002587,2024-11-22,101208,Lumpsum,270220,West Bengal,Kolkata,T30,18-25,Male,7.2,UPI,Pending,1
TXN00020741,INV002697,2024-11-22,119120,SIP,47230,West Bengal,Kolkata,T30,26-35,Male,14.1,Cheque,Pending,1
TXN00020742,INV002743,2024-11-22,101206,Lumpsum,346692,Haryana,Gurugram,T30,56+,Male,49.8,Mandate,Verified,1
TXN00020743,INV002776,2024-11-22,148568,SIP,1951,Tamil Nadu,Coimbatore,B30,18-25,Male,5.8,Net Banking,Verified,1
TXN00020744,INV002866,2024-11-22,102887,SIP,2582,Telangana,Hyderabad,T30,46-55,Male,95.2,UPI,Verified,1
TXN00020745,INV003302,2024-11-22,119551,SIP,57223,Uttar Pradesh,Lucknow,T30,18-25,Male,3.0,Mandate,Verified,1
TXN00020746,INV003341,2024-11-22,120843,SIP,12839,Rajasthan,Jaipur,T30,26-35,Male,23.0,UPI,Verified,1
TXN00020747,INV003722,2024-11-22,120844,SIP,48345,Maharashtra,Nashik,B30,36-45,Female,50.8,UPI,Verified,1
TXN00020748,INV003743,2024-11-22,120844,SIP,500,West Bengal,Kolkata,T30,46-55,Male,79.9,Mandate,Verified,1
TXN00020749,INV003867,2024-11-22,125498,Lumpsum,281319,Punjab,Amritsar,B30,18-25,Male,4.4,Cheque,Verified,1
TXN00020750,INV003950,2024-11-22,102887,SIP,2007,Madhya Pradesh,Bhopal,B30,26-35,Male,11.1,Net Banking,Verified,1
TXN00020751,INV004017,2024-11-22,119093,SIP,2147,West Bengal,Kolkata,T30,36-45,Male,36.7,Net Banking,Verified,1
TXN00020752,INV004064,2024-11-22,119598,SIP,6651,Uttar Pradesh,Lucknow,T30,26-35,Male,16.1,Cheque,Verified,1
TXN00020753,INV004232,2024-11-22,102887,SIP,911,Tamil Nadu,Chennai,T30,26-35,Male,19.0,Cheque,Verified,1
TXN00020754,INV004236,2024-11-22,120841,Lumpsum,508060,Punjab,Amritsar,B30,26-35,Female,19.0,Net Banking,Verified,1
TXN00020755,INV004264,2024-11-22,100025,Redemption,317369,Gujarat,Ahmedabad,T30,36-45,Female,45.2,Mandate,Verified,1
TXN00020756,INV004349,2024-11-22,101206,SIP,57420,Haryana,Gurugram,T30,26-35,Female,9.3,Cheque,Verified,1
TXN00020757,INV004360,2024-11-22,102886,SIP,12640,Madhya Pradesh,Bhopal,B30,26-35,Female,15.9,Mandate,Verified,1
TXN00020758,INV004526,2024-11-22,125497,Lumpsum,48788,West Bengal,Kolkata,T30,36-45,Male,19.9,Cheque,Verified,1
TXN00020759,INV004560,2024-11-22,119552,SIP,51423,Tamil Nadu,Coimbatore,B30,36-45,Male,42.7,Net Banking,Verified,1
TXN00020760,INV004582,2024-11-22,120843,Lumpsum,523965,Tamil Nadu,Chennai,T30,56+,Male,67.1,UPI,Verified,1
TXN00020761,INV004629,2024-11-22,100025,Redemption,410335,Karnataka,Bangalore,T30,18-25,Female,4.9,Mandate,Verified,1
TXN00020762,INV004630,2024-11-22,120505,SIP,40296,Madhya Pradesh,Bhopal,B30,26-35,Female,6.3,Mandate,Verified,1
TXN00020763,INV004716,2024-11-22,100016,SIP,2414,Telangana,Hyderabad,T30,18-25,Male,5.4,Mandate,Verified,1
TXN00020764,INV004828,2024-11-22,148569,SIP,10742,Gujarat,Surat,T30,56+,Female,58.3,Mandate,Verified,1
TXN00020765,INV004975,2024-11-22,120841,Lumpsum,283588,Madhya Pradesh,Bhopal,B30,56+,Female,11.5,Net Banking,Pending,1
TXN00020766,INV004984,2024-11-22,118636,SIP,946,Uttar Pradesh,Agra,B30,46-55,Female,78.8,UPI,Verified,1
TXN00020767,INV000022,2024-11-23,101206,Redemption,461229,Telangana,Hyderabad,T30,36-45,Male,37.4,Mandate,Verified,1
TXN00020768,INV000159,2024-11-23,149322,SIP,8939,West Bengal,Kolkata,T30,36-45,Male,12.1,Mandate,Verified,1
TXN00020769,INV000349,2024-11-23,120504,Lumpsum,36440,Maharashtra,Mumbai,T30,18-25,Female,3.8,Cheque,Verified,1
TXN00020770,INV000444,2024-11-23,102887,Lumpsum,82565,Maharashtra,Pune,T30,36-45,Female,42.1,Cheque,Verified,1
TXN00020771,INV000481,2024-11-23,120844,Lumpsum,311086,Madhya Pradesh,Bhopal,B30,26-35,Female,13.4,Net Banking,Verified,1
TXN00020772,INV000543,2024-11-23,118634,SIP,2299,Haryana,Gurugram,T30,36-45,Male,45.4,UPI,Verified,1
TXN00020773,INV000577,2024-11-23,119092,Lumpsum,8529,Delhi,Noida,T30,36-45,Male,20.4,Mandate,Verified,1
TXN00020774,INV000608,2024-11-23,118635,Lumpsum,233266,Haryana,Gurugram,T30,46-55,Male,83.5,UPI,Verified,1
TXN00020775,INV000619,2024-11-23,118632,SIP,11628,West Bengal,Kolkata,T30,26-35,Male,12.6,UPI,Verified,1
TXN00020776,INV000650,2024-11-23,118636,Lumpsum,422548,Karnataka,Mysore,B30,26-35,Male,22.8,Net Banking,Pending,1
TXN00020777,INV000675,2024-11-23,102886,Redemption,476868,Uttar Pradesh,Kanpur,B30,36-45,Male,27.9,Cheque,Verified,1
TXN00020778,INV000681,2024-11-23,118632,SIP,9943,Delhi,New Delhi,T30,26-35,Male,23.4,Cheque,Verified,1
TXN00020779,INV000853,2024-11-23,120507,SIP,11482,Punjab,Chandigarh,T30,26-35,Female,8.0,Mandate,Verified,1
TXN00020780,INV000870,2024-11-23,101208,SIP,1805,Rajasthan,Udaipur,B30,18-25,Male,5.0,Mandate,Verified,1
TXN00020781,INV001040,2024-11-23,148567,SIP,2865,Punjab,Chandigarh,T30,56+,Female,43.4,UPI,Verified,1
TXN00020782,INV001091,2024-11-23,102887,SIP,591,Telangana,Hyderabad,T30,18-25,Male,7.5,UPI,Verified,1
TXN00020783,INV001121,2024-11-23,120844,Redemption,188283,Rajasthan,Udaipur,B30,36-45,Male,52.0,UPI,Verified,1
TXN00020784,INV001137,2024-11-23,119120,SIP,7076,West Bengal,Kolkata,T30,56+,Female,55.8,Cheque,Verified,1
TXN00020785,INV001215,2024-11-23,149322,Lumpsum,144719,Haryana,Gurugram,T30,36-45,Female,39.3,Mandate,Verified,1
TXN00020786,INV001224,2024-11-23,100025,SIP,29550,West Bengal,Kolkata,T30,18-25,Female,6.8,Net Banking,Verified,1
TXN00020787,INV001489,2024-11-23,118633,SIP,8175,Delhi,Gurugram,T30,36-45,Female,16.5,Mandate,Verified,1
TXN00020788,INV001538,2024-11-23,149323,SIP,16043,Madhya Pradesh,Bhopal,B30,18-25,Female,3.1,Mandate,Verified,1
TXN00020789,INV001652,2024-11-23,119598,Lumpsum,259895,Tamil Nadu,Chennai,T30,26-35,Female,12.7,UPI,Verified,1
TXN00020790,INV001668,2024-11-23,101206,Lumpsum,277040,Rajasthan,Udaipur,B30,36-45,Female,22.4,Net Banking,Verified,1
TXN00020791,INV001711,2024-11-23,120843,SIP,10115,Madhya Pradesh,Bhopal,B30,46-55,Male,99.0,Cheque,Verified,1
TXN00020792,INV001831,2024-11-23,119094,SIP,8003,Madhya Pradesh,Indore,T30,18-25,Female,4.3,Mandate,Verified,1
TXN00020793,INV001861,2024-11-23,119092,Lumpsum,123786,Haryana,Gurugram,T30,26-35,Female,19.4,Net Banking,Verified,1
TXN00020794,INV001936,2024-11-23,102885,SIP,12153,West Bengal,Kolkata,T30,36-45,Female,42.7,Net Banking,Verified,1
TXN00020795,INV002087,2024-11-23,118633,Redemption,102452,Delhi,Gurugram,T30,26-35,Male,24.8,Mandate,Verified,1
TXN00020796,INV002214,2024-11-23,119120,SIP,412,Delhi,Gurugram,T30,36-45,Female,50.5,UPI,Verified,1
TXN00020797,INV002270,2024-11-23,102885,SIP,50039,Madhya Pradesh,Indore,T30,46-55,Female,23.9,Mandate,Verified,1
TXN00020798,INV002421,2024-11-23,120506,Lumpsum,244853,Delhi,New Delhi,T30,26-35,Male,6.8,Mandate,Verified,1
TXN00020799,INV002510,2024-11-23,101206,Lumpsum,337357,Karnataka,Mysore,B30,36-45,Male,32.6,Cheque,Pending,1
TXN00020800,INV002537,2024-11-23,120504,Lumpsum,104160,West Bengal,Kolkata,T30,36-45,Female,43.7,Cheque,Verified,1
TXN00020801,INV002579,2024-11-23,125498,SIP,1770,Maharashtra,Mumbai,T30,36-45,Male,30.1,UPI,Verified,1
TXN00020802,INV002826,2024-11-23,120841,SIP,10459,Haryana,Gurugram,T30,26-35,Male,20.5,Net Banking,Verified,1
TXN00020803,INV002904,2024-11-23,149322,SIP,4023,West Bengal,Kolkata,T30,36-45,Male,52.2,UPI,Verified,1
TXN00020804,INV002909,2024-11-23,100016,Lumpsum,434049,Rajasthan,Udaipur,B30,36-45,Male,44.1,UPI,Verified,1
TXN00020805,INV003024,2024-11-23,118632,SIP,996,Maharashtra,Pune,T30,36-45,Female,43.1,Mandate,Verified,1
TXN00020806,INV003174,2024-11-23,119552,Lumpsum,27060,Tamil Nadu,Chennai,T30,26-35,Female,10.0,Net Banking,Verified,1
TXN00020807,INV003263,2024-11-23,102887,SIP,2061,Tamil Nadu,Chennai,T30,26-35,Female,12.5,UPI,Verified,1
TXN00020808,INV003393,2024-11-23,119092,Lumpsum,325198,Delhi,New Delhi,T30,26-35,Male,17.1,Net Banking,Verified,1
TXN00020809,INV003531,2024-11-23,100016,SIP,7415,Delhi,Gurugram,T30,36-45,Male,41.9,UPI,Verified,1
TXN00020810,INV003658,2024-11-23,120506,SIP,8513,West Bengal,Kolkata,T30,26-35,Male,6.3,UPI,Verified,1
TXN00020811,INV003771,2024-11-23,119094,SIP,7246,Telangana,Hyderabad,T30,46-55,Male,47.6,Cheque,Verified,1
TXN00020812,INV003849,2024-11-23,100025,SIP,6341,Karnataka,Mysore,B30,26-35,Male,7.6,Net Banking,Verified,1
TXN00020813,INV003948,2024-11-23,102887,SIP,1944,Madhya Pradesh,Indore,T30,18-25,Female,7.5,UPI,Verified,1
TXN00020814,INV004028,2024-11-23,119552,Lumpsum,486147,Rajasthan,Jaipur,T30,18-25,Male,3.3,Cheque,Verified,1
TXN00020815,INV004203,2024-11-23,102887,SIP,2341,Madhya Pradesh,Indore,T30,18-25,Male,7.9,Net Banking,Verified,1
TXN00020816,INV004214,2024-11-23,101208,SIP,6640,Haryana,Faridabad,B30,26-35,Female,19.8,Cheque,Verified,1
TXN00020817,INV004278,2024-11-23,102886,SIP,47542,Punjab,Chandigarh,T30,26-35,Male,21.8,Net Banking,Verified,1
TXN00020818,INV004293,2024-11-23,119551,Redemption,68989,Rajasthan,Jaipur,T30,36-45,Male,54.9,UPI,Verified,1
TXN00020819,INV004321,2024-11-23,118634,SIP,50257,West Bengal,Kolkata,T30,26-35,Male,16.0,Net Banking,Verified,1
TXN00020820,INV004468,2024-11-23,120844,SIP,8095,Telangana,Hyderabad,T30,46-55,Female,20.8,UPI,Verified,1
TXN00020821,INV004609,2024-11-23,119552,SIP,4888,Karnataka,Bangalore,T30,26-35,Female,10.3,Net Banking,Verified,1
TXN00020822,INV004642,2024-11-23,118633,SIP,2051,Uttar Pradesh,Kanpur,B30,46-55,Male,31.9,UPI,Verified,1
TXN00020823,INV004733,2024-11-23,125497,Redemption,538361,Telangana,Hyderabad,T30,18-25,Male,5.4,UPI,Verified,1
TXN00020824,INV004999,2024-11-23,101207,Redemption,30450,Telangana,Hyderabad,T30,26-35,Male,24.8,UPI,Verified,1
TXN00020825,INV000030,2024-11-24,118635,SIP,23189,Delhi,Noida,T30,18-25,Female,5.1,Net Banking,Verified,1
TXN00020826,INV000234,2024-11-24,119093,Lumpsum,547334,Tamil Nadu,Coimbatore,B30,26-35,Male,23.8,UPI,Verified,1
TXN00020827,INV000243,2024-11-24,149322,SIP,12545,Punjab,Chandigarh,T30,26-35,Male,21.5,Cheque,Verified,1
TXN00020828,INV000305,2024-11-24,119092,Redemption,276982,Rajasthan,Udaipur,B30,36-45,Male,21.4,Cheque,Verified,1
TXN00020829,INV000311,2024-11-24,118636,SIP,7936,Punjab,Amritsar,B30,36-45,Male,29.2,UPI,Verified,1
TXN00020830,INV000328,2024-11-24,149324,SIP,12642,Madhya Pradesh,Bhopal,B30,26-35,Male,19.6,Net Banking,Verified,1
TXN00020831,INV000377,2024-11-24,148567,Lumpsum,308556,Karnataka,Bangalore,T30,26-35,Male,19.8,Mandate,Verified,1
TXN00020832,INV000497,2024-11-24,118634,SIP,558,Madhya Pradesh,Bhopal,B30,36-45,Male,45.7,UPI,Verified,1
TXN00020833,INV000521,2024-11-24,120843,SIP,590,West Bengal,Kolkata,T30,26-35,Male,9.7,Net Banking,Verified,1
TXN00020834,INV000601,2024-11-24,118635,SIP,15377,Rajasthan,Jaipur,T30,46-55,Male,52.6,Mandate,Verified,1
TXN00020835,INV000629,2024-11-24,101208,SIP,5360,West Bengal,Kolkata,T30,46-55,Male,96.4,Net Banking,Verified,1
TXN00020836,INV000765,2024-11-24,119120,SIP,1668,Telangana,Hyderabad,T30,18-25,Male,4.6,UPI,Verified,1
TXN00020837,INV000769,2024-11-24,149323,SIP,2313,West Bengal,Kolkata,T30,36-45,Male,41.1,UPI,Pending,1
TXN00020838,INV000775,2024-11-24,118635,SIP,2442,Gujarat,Surat,T30,26-35,Male,15.1,Cheque,Verified,1
TXN00020839,INV001012,2024-11-24,120841,Lumpsum,406843,Karnataka,Mysore,B30,26-35,Female,17.6,Net Banking,Verified,1
TXN00020840,INV001061,2024-11-24,120504,SIP,2103,Punjab,Amritsar,B30,18-25,Male,7.4,Cheque,Verified,1
TXN00020841,INV001112,2024-11-24,118636,Lumpsum,332526,Delhi,Gurugram,T30,46-55,Male,82.5,UPI,Verified,1
TXN00020842,INV001130,2024-11-24,118632,Lumpsum,411192,Rajasthan,Jaipur,T30,18-25,Female,3.2,Net Banking,Verified,1
TXN00020843,INV001397,2024-11-24,119093,SIP,12601,Delhi,New Delhi,T30,26-35,Male,20.8,Mandate,Verified,1
TXN00020844,INV001472,2024-11-24,102885,SIP,58514,West Bengal,Kolkata,T30,18-25,Male,5.4,Mandate,Verified,1
TXN00020845,INV001513,2024-11-24,149323,Lumpsum,106785,Madhya Pradesh,Indore,T30,18-25,Male,5.4,Mandate,Pending,1
TXN00020846,INV001574,2024-11-24,148568,SIP,2599,Maharashtra,Mumbai,T30,36-45,Female,35.7,Mandate,Verified,1
TXN00020847,INV001691,2024-11-24,100025,SIP,11129,Maharashtra,Mumbai,T30,26-35,Male,10.3,Net Banking,Verified,1
TXN00020848,INV001720,2024-11-24,100033,Redemption,239933,Karnataka,Mysore,B30,36-45,Male,43.6,Cheque,Verified,1
TXN00020849,INV001728,2024-11-24,120504,Lumpsum,240458,Karnataka,Bangalore,T30,26-35,Male,17.0,Mandate,Verified,1
TXN00020850,INV001746,2024-11-24,119094,Redemption,370496,Rajasthan,Udaipur,B30,26-35,Male,11.2,Cheque,Verified,1
TXN00020851,INV001802,2024-11-24,118634,Lumpsum,367795,Punjab,Chandigarh,T30,46-55,Male,77.7,UPI,Verified,1
TXN00020852,INV001859,2024-11-24,118635,Lumpsum,349511,Maharashtra,Nashik,B30,36-45,Male,32.2,Mandate,Verified,1
TXN00020853,INV001916,2024-11-24,120841,Lumpsum,442597,Haryana,Gurugram,T30,26-35,Male,11.0,UPI,Verified,1
TXN00020854,INV001990,2024-11-24,119120,SIP,1060,Punjab,Amritsar,B30,26-35,Male,9.3,Cheque,Verified,1
TXN00020855,INV001993,2024-11-24,120504,SIP,6352,Uttar Pradesh,Agra,B30,36-45,Female,44.2,Mandate,Verified,1
TXN00020856,INV002150,2024-11-24,101207,SIP,4143,Uttar Pradesh,Kanpur,B30,26-35,Female,21.5,Mandate,Verified,1
TXN00020857,INV002261,2024-11-24,125498,Lumpsum,283285,Uttar Pradesh,Kanpur,B30,18-25,Male,5.0,Mandate,Verified,1
TXN00020858,INV002783,2024-11-24,120503,Redemption,470938,West Bengal,Kolkata,T30,26-35,Male,7.0,UPI,Verified,1
TXN00020859,INV002784,2024-11-24,119120,Lumpsum,374442,Karnataka,Mysore,B30,26-35,Male,17.7,Mandate,Verified,1
TXN00020860,INV003224,2024-11-24,148568,SIP,5749,Punjab,Amritsar,B30,26-35,Male,16.0,Mandate,Verified,1
TXN00020861,INV003248,2024-11-24,119599,Redemption,16445,Karnataka,Mysore,B30,26-35,Male,6.5,Net Banking,Verified,1
TXN00020862,INV003299,2024-11-24,100033,SIP,3590,Gujarat,Ahmedabad,T30,18-25,Male,5.2,Net Banking,Verified,1
TXN00020863,INV003399,2024-11-24,119552,Lumpsum,339807,Telangana,Hyderabad,T30,26-35,Female,16.0,Cheque,Pending,1
TXN00020864,INV003559,2024-11-24,120505,SIP,14992,Uttar Pradesh,Kanpur,B30,26-35,Female,9.4,Net Banking,Verified,1
TXN00020865,INV003567,2024-11-24,119093,SIP,4097,Tamil Nadu,Chennai,T30,46-55,Male,76.1,Mandate,Verified,1
TXN00020866,INV003608,2024-11-24,120506,SIP,4323,West Bengal,Kolkata,T30,46-55,Male,59.6,Cheque,Verified,1
TXN00020867,INV003696,2024-11-24,149323,Redemption,263600,Tamil Nadu,Coimbatore,B30,18-25,Female,4.0,UPI,Verified,1
TXN00020868,INV003748,2024-11-24,120507,Lumpsum,367022,Madhya Pradesh,Indore,T30,46-55,Male,66.4,Net Banking,Verified,1
TXN00020869,INV003981,2024-11-24,120504,SIP,24675,Haryana,Faridabad,B30,46-55,Male,46.7,UPI,Verified,1
TXN00020870,INV004074,2024-11-24,101207,SIP,42697,Gujarat,Ahmedabad,T30,46-55,Female,85.0,Cheque,Verified,1
TXN00020871,INV004104,2024-11-24,119599,SIP,2488,Tamil Nadu,Coimbatore,B30,26-35,Male,10.5,Net Banking,Verified,1
TXN00020872,INV004176,2024-11-24,149322,Redemption,478175,Tamil Nadu,Coimbatore,B30,36-45,Female,37.4,Net Banking,Verified,1
TXN00020873,INV004272,2024-11-24,102886,Redemption,237773,Madhya Pradesh,Bhopal,B30,46-55,Female,25.5,Net Banking,Verified,1
TXN00020874,INV004309,2024-11-24,120506,SIP,17381,Tamil Nadu,Chennai,T30,26-35,Female,15.8,Net Banking,Verified,1
TXN00020875,INV004413,2024-11-24,118635,SIP,2321,Maharashtra,Mumbai,T30,26-35,Male,14.7,Mandate,Verified,1
TXN00020876,INV004498,2024-11-24,118635,SIP,42657,Punjab,Chandigarh,T30,26-35,Male,6.7,UPI,Verified,1
TXN00020877,INV004611,2024-11-24,102887,Lumpsum,34870,Madhya Pradesh,Bhopal,B30,18-25,Female,6.1,Cheque,Verified,1
TXN00020878,INV004643,2024-11-24,119552,Lumpsum,418948,Delhi,Noida,T30,26-35,Female,12.4,Cheque,Verified,1
TXN00020879,INV004764,2024-11-24,125497,SIP,3243,Punjab,Amritsar,B30,46-55,Female,79.4,Mandate,Verified,1
TXN00020880,INV004804,2024-11-24,120506,SIP,6162,Maharashtra,Mumbai,T30,36-45,Male,44.1,UPI,Pending,1
TXN00020881,INV004846,2024-11-24,120507,SIP,14041,Rajasthan,Udaipur,B30,26-35,Male,9.2,Cheque,Verified,1
TXN00020882,INV004864,2024-11-24,118635,Lumpsum,291305,Punjab,Amritsar,B30,26-35,Female,10.5,Mandate,Verified,1
TXN00020883,INV004886,2024-11-24,119599,Redemption,211319,Tamil Nadu,Chennai,T30,26-35,Male,18.1,Mandate,Verified,1
TXN00020884,INV000007,2024-11-25,120843,SIP,14263,Uttar Pradesh,Kanpur,B30,26-35,Male,21.9,Net Banking,Pending,1
TXN00020885,INV000066,2024-11-25,149322,SIP,1682,Haryana,Faridabad,B30,56+,Male,64.2,Cheque,Verified,1
TXN00020886,INV000085,2024-11-25,100025,Lumpsum,167852,Gujarat,Surat,T30,26-35,Female,14.6,UPI,Verified,1
TXN00020887,INV000290,2024-11-25,119095,Lumpsum,242664,Punjab,Chandigarh,T30,26-35,Male,17.9,Cheque,Verified,1
TXN00020888,INV000403,2024-11-25,119551,SIP,53124,Rajasthan,Jaipur,T30,18-25,Female,7.7,Cheque,Verified,1
TXN00020889,INV000411,2024-11-25,118632,Lumpsum,145463,West Bengal,Kolkata,T30,26-35,Female,11.1,UPI,Verified,1
TXN00020890,INV000453,2024-11-25,125498,Redemption,8456,Rajasthan,Udaipur,B30,46-55,Male,40.4,Mandate,Verified,1
TXN00020891,INV000503,2024-11-25,120506,Lumpsum,73639,Madhya Pradesh,Bhopal,B30,26-35,Female,22.2,Mandate,Verified,1
TXN00020892,INV000578,2024-11-25,118633,SIP,8691,Maharashtra,Nashik,B30,26-35,Male,10.9,Net Banking,Verified,1
TXN00020893,INV000857,2024-11-25,118634,Lumpsum,108228,Gujarat,Ahmedabad,T30,26-35,Female,23.6,Cheque,Verified,1
TXN00020894,INV001067,2024-11-25,118632,Lumpsum,166177,Haryana,Gurugram,T30,26-35,Male,16.6,Mandate,Verified,1
TXN00020895,INV001074,2024-11-25,102886,SIP,869,Gujarat,Ahmedabad,T30,56+,Female,57.4,Net Banking,Verified,1
TXN00020896,INV001075,2024-11-25,148569,Redemption,16855,Punjab,Chandigarh,T30,26-35,Female,24.5,Cheque,Verified,1
TXN00020897,INV001093,2024-11-25,120844,SIP,1090,West Bengal,Kolkata,T30,46-55,Female,65.2,Cheque,Verified,1
TXN00020898,INV001136,2024-11-25,118632,SIP,2289,Gujarat,Ahmedabad,T30,26-35,Female,22.8,Mandate,Verified,1
TXN00020899,INV001306,2024-11-25,149324,SIP,802,Telangana,Hyderabad,T30,18-25,Female,4.1,Cheque,Verified,1
TXN00020900,INV001389,2024-11-25,102887,Lumpsum,363705,Karnataka,Mysore,B30,46-55,Female,39.7,Cheque,Verified,1
TXN00020901,INV001413,2024-11-25,119552,SIP,59899,Karnataka,Bangalore,T30,36-45,Male,41.8,Cheque,Verified,1
TXN00020902,INV001562,2024-11-25,101208,SIP,5828,Delhi,Noida,T30,26-35,Male,7.0,Mandate,Pending,1
TXN00020903,INV001853,2024-11-25,148567,SIP,44153,Delhi,Noida,T30,18-25,Male,6.1,Cheque,Verified,1
TXN00020904,INV002014,2024-11-25,119551,SIP,7922,Maharashtra,Pune,T30,26-35,Female,13.7,UPI,Verified,1
TXN00020905,INV002034,2024-11-25,120841,SIP,574,Uttar Pradesh,Lucknow,T30,26-35,Male,10.0,Net Banking,Verified,1
TXN00020906,INV002307,2024-11-25,119598,SIP,17682,Gujarat,Ahmedabad,T30,26-35,Male,24.2,Mandate,Verified,1
TXN00020907,INV002546,2024-11-25,125497,SIP,28664,Gujarat,Surat,T30,26-35,Male,19.3,UPI,Pending,1
TXN00020908,INV002682,2024-11-25,119598,Lumpsum,52351,Karnataka,Mysore,B30,26-35,Male,17.9,Net Banking,Verified,1
TXN00020909,INV002727,2024-11-25,125497,Lumpsum,178629,Madhya Pradesh,Bhopal,B30,26-35,Female,6.3,Cheque,Verified,1
TXN00020910,INV002752,2024-11-25,119093,SIP,2987,Rajasthan,Udaipur,B30,26-35,Male,20.1,UPI,Verified,1
TXN00020911,INV003017,2024-11-25,102887,SIP,505,West Bengal,Kolkata,T30,56+,Male,75.3,Cheque,Verified,1
TXN00020912,INV003117,2024-11-25,118634,SIP,2520,Tamil Nadu,Chennai,T30,18-25,Female,6.7,Mandate,Verified,1
TXN00020913,INV003128,2024-11-25,119120,SIP,41482,Uttar Pradesh,Kanpur,B30,18-25,Female,7.7,Cheque,Verified,1
TXN00020914,INV003202,2024-11-25,118636,Redemption,150268,Maharashtra,Pune,T30,46-55,Male,48.9,UPI,Verified,1
TXN00020915,INV003311,2024-11-25,119120,SIP,1633,Madhya Pradesh,Bhopal,B30,26-35,Male,9.5,Mandate,Pending,1
TXN00020916,INV003733,2024-11-25,100016,SIP,1196,Telangana,Hyderabad,T30,26-35,Male,12.6,Mandate,Verified,1
TXN00020917,INV003782,2024-11-25,118633,Redemption,187792,Tamil Nadu,Chennai,T30,36-45,Male,44.5,Mandate,Verified,1
TXN00020918,INV003802,2024-11-25,118635,SIP,13397,Punjab,Amritsar,B30,18-25,Female,5.5,UPI,Verified,1
TXN00020919,INV004030,2024-11-25,119552,Lumpsum,504467,Uttar Pradesh,Lucknow,T30,18-25,Female,4.4,Mandate,Verified,1
TXN00020920,INV004108,2024-11-25,125498,Lumpsum,406904,Madhya Pradesh,Indore,T30,36-45,Female,22.5,Cheque,Verified,1
TXN00020921,INV004145,2024-11-25,119599,Lumpsum,336847,Gujarat,Surat,T30,18-25,Male,4.9,Cheque,Verified,1
TXN00020922,INV004177,2024-11-25,101208,SIP,5732,Tamil Nadu,Coimbatore,B30,26-35,Male,14.7,Cheque,Verified,1
TXN00020923,INV004414,2024-11-25,120506,SIP,20060,Uttar Pradesh,Lucknow,T30,26-35,Male,6.6,Cheque,Verified,1
TXN00020924,INV004517,2024-11-25,120507,SIP,525,West Bengal,Kolkata,T30,46-55,Female,68.5,Cheque,Verified,1
TXN00020925,INV004702,2024-11-25,118633,SIP,5024,Maharashtra,Nashik,B30,26-35,Male,23.3,Mandate,Verified,1
TXN00020926,INV004752,2024-11-25,102887,SIP,2591,Delhi,Gurugram,T30,36-45,Female,14.9,UPI,Pending,1
TXN00020927,INV004811,2024-11-25,125497,Lumpsum,371591,Punjab,Amritsar,B30,26-35,Female,9.4,UPI,Verified,1
TXN00020928,INV004813,2024-11-25,119120,SIP,15848,West Bengal,Kolkata,T30,26-35,Male,13.9,Net Banking,Verified,1
TXN00020929,INV004836,2024-11-25,119599,SIP,7258,West Bengal,Kolkata,T30,26-35,Male,8.3,Net Banking,Pending,1
TXN00020930,INV004881,2024-11-25,118634,Lumpsum,240822,Delhi,New Delhi,T30,18-25,Male,3.8,UPI,Verified,1
TXN00020931,INV004930,2024-11-25,119095,Redemption,71608,West Bengal,Kolkata,T30,26-35,Male,15.5,UPI,Verified,1
TXN00020932,INV004939,2024-11-25,120503,Redemption,87556,Punjab,Amritsar,B30,18-25,Male,4.7,Net Banking,Verified,1
TXN00020933,INV004966,2024-11-25,118635,SIP,4066,Rajasthan,Jaipur,T30,26-35,Male,13.8,Cheque,Verified,1
TXN00020934,INV000014,2024-11-26,149322,SIP,26429,Tamil Nadu,Chennai,T30,18-25,Male,4.3,Mandate,Verified,1
TXN00020935,INV000138,2024-11-26,119095,Lumpsum,529414,Telangana,Hyderabad,T30,26-35,Male,24.7,Cheque,Verified,1
TXN00020936,INV000260,2024-11-26,100025,Redemption,77198,Delhi,Gurugram,T30,18-25,Male,4.1,Cheque,Verified,1
